,Tweet,Label
13949,"RT @joycepring: Friends, dont forget the proper use of hashtags: #reliefph for relief goods, #floodph for flood reports, (1/2)",Floods
13950,RT @RescuePH: RT @RC23STAR: @philredcross Munoz St. Vito Cruz Manila dibdib na daw ung flood and tumataas pa. no food and water din cla. #r…,Floods
13951,"RT @MMDA: FLOOD UPDATE (ALONG MANILA) as of 10:35 AM, #mmda http://t.co/SnRGZA9zye",Floods
13952,RT @iamsuperbianca: PRAYING FOR SUNSHINE. #MaringPH,Floods
13953,RT @PTVph: For those in need of rescuing use the hashtag #RescuePH. For those in need of relief operations use the hashtag #ReliefPH.,Floods
13954,take note the hashtags to use.. #habagat #MaringPH http://t.co/HbQtVTPmBR,Floods
13955,RT @gmanews: Here are some important hashtags you can use. (Note: Only use #RescuePH in really critical situations) http://t.co/OQHrB6IkLZ,Floods
13956,RT @donadominguez: #FloodPH along Pasong Tirad St. Bgy. La Paz Makati City @dzIQ990 http://t.co/ru3fKDYYRS,Floods
13957,"RT @PHLNews24: PHOTO: Luneta, Roxas Blvd http://t.co/921JierWEe |via @RadyoPatrol38 #FloodPH #trafficPH #OnlyInThePhilippines",Floods
13958,RT @ariannatngco: ITS YOUR TIME TO DIE WHO LIVE IN THE PHILIPPINES #PrayForThePhilippines #FloodPH,Floods
13959,"RT @MrScottEddy: Stay safe everyone, help out when if can!! #MaringPH #MaringUpdates #FloodPH #PrayForThePhilippines #TyphoonMaring",Floods
13960,RT @badassprof: Magsaysay st. front of Yakal residence hall abt 8inches of flood #floodPH #updiliman http://t.co/8ue8BbvaAG,Floods
13961,"RT @dinkysunflower: Para sa mga lugar na kailangan ng relief, paki-tweet sa @dswdserves , pakilagay ang #reliefPH para matulungnan namin ka…",Floods
13962,@gmanews: 50-60% of Metro Manila flooded (varying situations: ankle to chest deep) #PrayForThePhilippines #FloodPH,Floods
13963,RT @ariannatngco: PHILIPPINES ARE BEGGAR #PrayForThePhilippines #FloodPH,Floods
13964,RT @tudlaprod: #MaringPH #habagat update: around 1400 families from Baseco in Manila have been evacuated to nearby evac center. #ReliefPH,Floods
13965,Buendia. #MovePH #floodph @rapplerdotcom @MovePH http://t.co/EpYTdrBakO,Floods
13966,@ariannatngco: ITS YOUR TIME TO DIE WHO LIVE IN THE PHILIPPINES #PrayForThePhilippines #FloodPH LAKI NG GALIT TE AH? LA KANG MAGAWA :)),Floods
13967,RT @moirarachelle4: HOTLINES TO REMEMBER #maringPH http://t.co/P3PskpaXZN,Floods
13968,#FloodPH along Pasong Tirad St. Bgy. La Paz Makati City @dzIQ990 http://t.co/YQ8Mdhg7fB (via @donadominguez),Floods
13969,pumasok na yung tubig sa loob ng bahay ng tito ko#floodph http://t.co/UD8LzoJXHK,Floods
13970,"RT @VhongX44: Para sa inyo pong pangangailangan at sa gustong tumulong,gamitin ang hashtag na ito #RescuePH (cont) http://t.co/74diMn93m3",Floods
13971,"RT @lingkodmunti: REMINDER: Kapag kayo ay nangangailangan ng tulong, gamitin po ang #RescuePH na hashtag ONLY FOR CRITICAL... http://t.co/F…",Floods
13972,The rain goes on and on again :( #MaringPH,Floods
13973,"RT: @noynoyaquino: Please use the hashtag #rescuePH if you or someone you know needs to be rescued, #reliefPH for aid and relief services.",Floods
13974,RT @gmanews: Here are some important hashtags you can use. (Note: Only use #RescuePH in really critical situations) http://t.co/OQHrB6IkLZ,Floods
13975,RT @margadeona: The @MMDA #FloodPH measurements: no more chamba as to how deep knee-deep could get. #WeatherAlert http://t.co/eOjjvEH7XF,Floods
13976,Tweet and update @RescuePH and others if you're #SAFENOW. Please.,Floods
13977,RT @uapasia: Visit http://t.co/yylNUIkZvs to know more about the UA&amp;P relief ops for #MaringPH. @BosunUAP @uap_usg @UAPMMC @uapalumni #reli…,Floods
13978,"RT @ABSCBNNews: UPDATE: Red rainfall alert stays over Metro Manila, provinces http://t.co/sHa2RFK34w #MaringPH #habagat",Floods
13979,Philippine Emergency Hotlines #prayforphilippines #habagat #Maring http://t.co/T2jaMtbL6t,Floods
13980,Heavy rainfall gradually attenuate. #PrayForThePhilippines #safenow,Floods
13981,RT @ANCALERTS: Tropical Storm Maring expected to leave PH Area of Responsibility on Thursday #MaringPH,Floods
13982,RT @jeffortegaa: EMERGENCY HOTLINES. Please RT! #reliefPH http://t.co/VoWAEZu6rj,Floods
13983,RT @iamsuperbianca: Habagat 2012 vs Habagat 2013 by Manila Observatory. Last year still worse. Kaya natin lagpasan to. #MaringPH http://t.c…,Floods
13984,RT @ANCALERTS: Tropical Storm Maring expected to leave PH Area of Responsibility on Thursday #MaringPH,Floods
13985,RT @ariannatngco: ITS YOUR TIME TO DIE WHO LIVE IN THE PHILIPPINES #PrayForThePhilippines #FloodPH,Floods
13986,My Mom wt our Neighbor hahaha! May AirBed pala kami galing Aussie Lol! #yolo #baha #habagat http://t.co/uBoYgrxwpl,Floods
13987,"RT @erikreports: Mga sasakyan galing NLEX papasok ng Metro Manila, hindi na pwedeng dumiretso ng A. Bonifacio dahil sa taas ng baha @DZMMTe…",Floods
13988,RT @SamAdrianooo: “@ariannatngco: WOOOHOOO I LOVE IT!!! MORE HEAVY RAINS AND FLOODS #PrayForThePhilippines #FloodPH http://t.co/G8gOqebrtp”…,Floods
13989,RT @jeffortegaa: EMERGENCY HOTLINES. Please RT! #reliefPH http://t.co/VoWAEZu6rj,Floods
13990,"RT @iamsuperbianca: If anyone needs help or assistance, the Sagip Kapamilya hotlines are 024114995 023949272 and 09178844411. #MaringPH #ha…",Floods
13991,RT @YahooPH: “@rpnemo25: pls nid help po sa cainta area vista verde hindi po makacontact sa mga hotline...thanks” #RescuePH,Floods
13992,RT @NgaNgaDre: @ariannatngco: MORE HEAVY RAINS AND FLOODS IN THE PHILIPPINES SO DIE NOW #PrayForThePhilippines #FloodPH Gusto mo ikaw una…,Floods
13993,"RT @coleengarcia: Check #walangpasok for class/work suspensions, use #rescuePH for help, #safenow if you have been… http://t.co/YuNJwh7oBr",Floods
13994,"RT @rapplerdotcom: #MaringPH maintains strength, speeds up http://t.co/bqOvINTqfD #WeatherAlert",Floods
13995,RT @VPJojoBinay: PNP Hotline Patrol: 117 or send TXT PNP to 2920 #MaringPH,Floods
13996,Keep safe everyone! 🙏☔⚡🌊#maring #prayforthephilippines #hotlinestocall http://t.co/bfZOrvqADn,Floods
13997,RT @YahooPH: “@rpnemo25: pls nid help po sa cainta area vista verde hindi po makacontact sa mga hotline...thanks” #RescuePH,Floods
13998,@AriannyCeleste @mark_munoz #PrayForThePhilippines #rescuePH #MaringPH,Floods
13999,"RT @ohteenquotes: Use of Hashtags: #RescuePH for emergency. #ReliefPH for evacuation centers, relief ops. #FloodPH for flood situation. #Sa…",Floods
14000,"RT @ohteenquotes: Use of Hashtags: #RescuePH for emergency. #ReliefPH for evacuation centers, relief ops. #FloodPH for flood situation. #Sa…",Floods
14001,"RT @WorldVisionPH: Help #MaringPH affected families. Donate online http://t.co/U6W3SAYzXX Help in providing food water, blanket,and essenti…",Floods
14002,RT @philredcross: Tropical Storm Maring expected to leave PH Area of Responsibility on Thursday #MaringPH,Floods
14003,We are also in need of volunteers for repacking and relief operations. Please contact 0926-722-2723. @TulongKabataan #MaringPH #recuePH,Floods
14004,RT @mlq3: RT @rizalgov: UPDATES AS OF 1045 AM  CAINTA  Ortigas Ext - NOT PASSABLE  Imelda Ave. - NOT PASSABLE TO LIGHT VEHICLES #floodph,Floods
14005,"Makati Public Safety Department: (02) 844-3146, (02) 819-3270 to 71 #MaringPH",Floods
14006,Fortunata Village #MaringPH http://t.co/PqT7hE1Xes,Floods
14007,RT @ariannatngco: ITS YOUR TIME TO DIE WHO LIVE IN THE PHILIPPINES #PrayForThePhilippines #FloodPH,Floods
14008,@mlq3 we're currently using #unitas #uapreliefoperations #uaphopes #reliefPH,Floods
14009,Pinakamalaking swimming pool dito lang makikita #FloodPH,Floods
14010,Ay grabe! Ganto din nung Ondoy pero mas malala yun. #MaringPh http://t.co/9Y35O9vOV4,Floods
14011,RT @jnznpaul God Bless you Arianna Tiangco. Or I must say Pia Reyes? - poser si Arianna hahaha malunod ka sana ni #MaringPH at Habagat!!,Floods
14012,"RT @YahooPH: .@nababaha: Weather satellite feed as of Aug 20, 2013 12:00 PM. http://t.co/U2CnntwDGn #MaringPH",Floods
14013,RT @ohteenquotation: Take time to RETWEET this❣ #PrayForThePhilippines #MaringPH http://t.co/MtDaRGCVYu,Floods
14014,"RT @HecklerForever: Nawawala, bumabalik... heto na naman. Bigla na lang dumadating, heto na naman. #Habagat",Floods
14015,RT @PhilstarNews: View Metro Manila maps showing flooded areas: http://t.co/uIWPfG3tEO | #maringupdates,Floods
14016,RT @kc_concepcion: Hashtag power! #walangpasok - for class/work suspensions  #RescuePH - for help #SAFENOW - if u've been rescued #FloodPH …,Floods
14017,"RT @claraquiambao: Use of Hashtags: #RescuePH for emergency. #ReliefPH for evacuation centers, relief ops. #FloodPH for flood situation. #S…",Floods
14018,"Baby you're the sweetest, thank you.  Fave month of the year tlgA. I love you! #keepsafe #habagat #chilling",Floods
14019,Please just stop asking about the suspension of classes. Just focus on #RescuePH and #reliefPH   #PrayForThePhilippines,Floods
14020,RT @rapplerdotcom: BREAKING: La Mesa Dam breaches spill level http://t.co/Qqa5jFUhRF #MaringPH,Floods
14021,"@kaisaUP: Mga #IskolarAktibista, maki-isa tayo sa #IskoOperation sa UP CHK Gym, ngayon na! #ReliefPH http://t.co/UVjCop5pRj",Floods
14022,RT @rapplerdotcom: #Marikinariver ALERT LEVEL 2.. 16.8m ang water level as of 12:09nn via @MarikinaPIO #MaringPH,Floods
14023,Sa ngalan ng #balikalindogprogram #maringph you can't stop me (@ Fitness First) [pic]: http://t.co/33grlQv3OJ,Floods
14024,Kaya nyo to PINAS!! Pabayaan nyo na lng yang Arianna Tiangco na yan.. Shes just a BITCH!! #PrayForThePhilippines #FloodPH,Floods
14025,Be safe and dry everybody!!! ⚡⚡☔☁#PrayForThePhilippines #FloodPH #PrayForLaguna,Floods
14026,Uses of Hashtags #RescuePH - emergency #ReliefPH - evacuation centers &amp; relief operations #FloodPH - flood situation #SafeNow - once rescued,Floods
14027,RT @DepEd_PH: 4of4 UPDATED LIST of Evacuation Centers as of 11 am 8/20/2013 #reliefPH #RescuePH @dswdserves http://t.co/XEmhyk5HsX via @din…,Floods
14028,RT @atomaraullo: Timelapse video of flooding along E. Rodriguez cor Araneta Ave. in QC #FloodPH http://t.co/yabf5zlHmi,Floods
14029,@taopoll: Volunteer appeal as millions battle Manila flood http://t.co/VrXYmaS0Ku @abcnews,Floods
14030,RT @LBC_Foundation: U may drop-off donations at any LBC branch.These will be turned-over direct 2 @philredcross &amp; evac centres #ReliefPH ht…,Floods
14031,Ganito kami sa Makati...smh #MaringPH #HabagatPH http://t.co/O1b2nO2sj9,Floods
14032,Thank God the rain has finally stopped. Sana magtuloy tuloy na. #MaringPH #PrayForThePhilippines 🙏,Floods
14033,#PrayForThePhilippines #safenow Keep Safe Everyone,Floods
14034,Goodjob Yogi. Keeping guard and making sure were all safe. #yogi #cats #MaringPH http://t.co/PBELOisZ6g,Floods
14035,Nagawa pang mag BASKETBALL! Disclaimer: Photos are not mine! Cto Got it from instagram with the hashtag #Maring http://t.co/6amVLKYgTm,Floods
14036,RT @TheMetrobyLoL: Keep Safe Everyone #Maring2013 #PrayForThePhilippines #FloodPH,Floods
14037,"RT @24_Oras: VIDEO: VIDEO: Pag-ulan, asahan habang hindi pa nakakalayo ang Bagyong #MaringPH http://t.co/zR3URw8PII",Floods
14038,I hope that everyone's #SAFENOW :-) All Glory to God!,Floods
14039,RT @cathygabrielle: Emergency numbers. #MaringPH #PleaseRT http://t.co/5DnedyYazo,Floods
14040,RT @MaringPH: On the way to Arianna Tiangco's house! :) #MaringPH,Floods
14041,RT @MaringPH: On the way to Arianna Tiangco's house! :) #MaringPH,Floods
14042,"“@ustNDT: @UST_CSC Thomasians, let's all come together as one. Pls continue praying, sharing, and caring. #MaringPH http://t.co/Ri04Og4aRd”",Floods
14043,It's flooded on some plase in DLSU Manila Campus #sony #nexf3 #dlsu #campus #manila #flood http://t.co/14RuOC8zSv,Floods
14044,RT @mkbntvdd: “@MaringPH: On the way to Arianna Tiangco's house! :) #MaringPH” LEGGO!,Floods
14045,"RT @ustNDT: @UST_CSC Thomasians, let's all come together as one. Pls continue praying, sharing, and caring. #MaringPH http://t.co/8TOSdW4VR7",Floods
14046,RT @RescuePH: ADVISORY: @DOST_PAGASA issues an ORANGE RAINFALL WARNING on Metro Manila as of 1.10pm. #Habagat,Floods
14047,RT @jeffortegaa: EMERGENCY HOTLINES. Please RT! #reliefPH http://t.co/VoWAEZu6rj,Floods
14048,At may nalunod na dito sa amin 😱😥🚣☔🌊 #MaringPH  #Malabon,Floods
14049,"Sana the Senators/Congressmen donate yun pork barrel to fixing the roads,better sewage system &amp;also for clothing &amp; food supplies!#reliefPH",Floods
14050,Sagip-Kapamilya #walangpasok #floodPh #trafficPh #rescuePH #reliefPH #safenow #MaringPh #typhoon… http://t.co/4maGzHQIxl,Floods
14051,RT @dinkysunflower: Complete list of NCR EVACUATION CENTERS as of 11 am 8/20/2013 #reliefPH #RescuePH @dswdserves Please share. http://t.co…,Floods
14052,"RT @TedPylon: Ayan na anaman ang malakas na buhos ng ulan! Pwede ba #MaringPH at #Habagat, tigilan niyo na ang LQ niyo?!?! SOBRA na kayo eh!",Floods
14053,RT @PhilstarNews: PAGASA sees improved weather across Phl by weekend @PhilstarNews http://t.co/eBsjI5LNSH #MaringUpdates,Floods
14054,RT @MaringPH: Pareng Ondoy and Pareng Milenyo where are you? May Reunion tayo ngayon sa bahay ni Arianna Tiangco! #MaringPH,Floods
14055,Need help? Here are the official emergency hotlines compiled by DBTC Communications. #MaringPH http://t.co/VItOM6AmJh,Floods
14056,RT @MaringPH: Pareng Ondoy and Pareng Milenyo where are you? May Reunion tayo ngayon sa bahay ni Arianna Tiangco! #MaringPH,Floods
14057,@manila_bulletin Last SONA. Ang sarap daw maging Pilipino ngayon sabi ni PNoy. Maybe kung Badjao ka  #FloodPH #Maring http://t.co/vhuwfMT9wY,Floods
14058,"RT @manila_bulletin: Via @attycabs: Wala ng baha sa street level ng lahat ng MRT3 Stations, pati sa Magallanes. #Maring #FloodPH",Floods
14059,RT @MaringPH: Pareng Ondoy and Pareng Milenyo where are you? May Reunion tayo ngayon sa bahay ni Arianna Tiangco! #MaringPH,Floods
14060,Markina river now overflowing #FloodPH http://t.co/PkhcwhCpSH,Floods
14061,RT @dinkysunflower: Complete list of NCR EVACUATION CENTERS as of 11 am 8/20/2013 #reliefPH #RescuePH @dswdserves Please share. http://t.co…,Floods
14062,"RT @DickGordonDaily: #rescuePH for emergencies, #reliefPH for evacuation centers &amp; relief ops, #floodPH for flood situation, #safenow once …",Floods
14063,2 days na kong absent :((  #MaringPH,Floods
14064,@MaringPH: Hi Chicser! Kayo next kong pupuntahan :) #MaringPH :))))) haha,Floods
14065,RT @pepperph: Enderun Colleges is also accepting donations. :) #reliefPH http://t.co/tgaYzHioJx,Floods
14066,RT @OhDOsCore: RT FOR A SHOUTOUT :)) #PrayForThePhilippines #SAFENOW,Floods
14067,RT @MaringPH: On the way to Arianna Tiangco's house! :) #MaringPH,Floods
14068,"RT @MMDA: REMINDER: Please check our timeline for LATEST Flood Updates along edsa, manila, southern, quezon city area. thank you.#mmda",Floods
14069,RT @VictoryOrtigas: 1/2 We have started accepting donations and are open to volunteers who want to help out in packing the goods. #reliefPH…,Floods
14070,"Oh my god, tumaas na sa Alert Level 3 ang Marikina River. #PrayForThePhilippines #FloodPH",Floods
14071,"To help those affected by Typhoon Maring: Donate to the Red Cross. For GLOBE subs, please text RED &lt;5,25,50,100,300&gt; to 2899 #RescuePH",Floods
14072,RT @roberthernjr: Victory centers receiving goods for #reliefPH @victorypioneer @victoryalabang @victoryfort @victorymakati @victoryortigas…,Floods
14073,"RT @pcdspo: Use the unified hashtags RESPONSIBLY: #RescuePH if in need of rescue, #ReliefPH if in need of aid. Please tweet location &amp; cont…",Floods
14074,"RT @pcdspo: Use the unified hashtags RESPONSIBLY: #RescuePH if in need of rescue, #ReliefPH if in need of aid. Please tweet location &amp; cont…",Floods
14075,RT @Mamacski96: Keep safe everyone #PrayForThePhilippines #RescuePH. Watch #myhusbandsloverday52,Floods
14076,"“@Mcsubaan: “@Aethney: #MaringPH Kung aalis ka, umalis ka na. Di yung mawawala ka, tas bigla kang babalik. #hugot””",Floods
14077,RT @ABSCBNNews: Floods cover more than half of Manila http://t.co/IFqssllMhe,Floods
14078,RT @roberthernjr: Victory centers receiving goods for #reliefPH @victorypioneer @victoryalabang @victoryfort @victorymakati @victoryortigas…,Floods
14079,"Cue Celine Dion : it's all coming back, it's all coming back to me now. #RainyDayMusic #MaringPH",Floods
14080,#FloodPH Marikina River Water Level is still rising.,Floods
14081,Iisa ang layunin natin...ang makatulong. :) Emergency Hotlines! #panahontv #habagat #weathernews… http://t.co/F7y9vCUhq3,Floods
14082,#Habagat your so pa Bigat to our Country hihihiihihihih :)))) #BeSafe #SafeNow,Floods
14083,Marikina river alert level 4 na #Marikinariver #PrayForThePhilippines #FloodPH.,Floods
14084,#FloodPH and #PrayForThePhilippines are trending worldwide ajskldasjd ingat tayo guys.,Floods
14085,RT @inquirerdotnet: #marikinariver Alarm is now sounding for 18m water level as of 2:45. FORCED EVACUATION. #floodPH | via @MarikinaPIO,Floods
14086,RT @rapplerdotcom: BREAKING: Alert level 4 raised for Marikina River http://t.co/54PXJJaFXR Alarm for forced evacuation sounded. #MaringPH,Floods
14087,"Mother Nature, Mother Earth, Mama Mary, help us. Please cast away this rain! #MaringPH #PrayForThePhilippines",Floods
14088,RT @iammavzx: Use Hashtags Correctly #RescuePH - for help #SAFENOW - if u've been rescued #FloodPH - for flood alerts #walangpasok - for cl…,Floods
14089,RT @TagalogKowts: Marikina River nasa Alert Level 4 n (Force Evacuation)  #PrayForThePhilippines #Habagat #FloodPH Keep Safe Everyone!,Floods
14090,RT @TagalogKowts: Marikina River nasa Alert Level 4 n (Force Evacuation)  #PrayForThePhilippines #Habagat #FloodPH Keep Safe Everyone!,Floods
14091,Prayers. #PrayforthePhilippines #Maring #Typhoon #rescuePH http://t.co/e9T9TYBUzU,Floods
14092,"RT @PhilstarNews: Sto.  Domingo Church along Quezon Ave opens its doors to evacuees, needs donations | http://t.co/v4Gn4D2IwJ #maringupdates",Floods
14093,Ayan na naman po siya! #typhoon #maring http://t.co/6O2jsRHu6d,Floods
14094,Ohhhh. Ayaw niya talaga mag paawat ng iyak. #MaringPH,Floods
14095,"RT @PhilippineStar: Forced evacuation in Angeles City; state of calamity declared in San Fernando, Pampanga | via @dingcervantes #MaringPH",Floods
14096,RT: Help victims of #MaringPH by donating goods in kind to any McDo store located in MM starting today until Aug 25 #reliefPH,Floods
14097,Just when it finally cleared up...tama na #maring! God help those helpless.,Floods
14098,RT @LaiyaSantiago: Donations accepted at Our Lady of Lourdes Parish Camarin Caloocan City North Fr Luciano Felloni; 09175118412 #reliefPH @…,Floods
14099,Grabe ang baha sa Manila. Hope tumigil na ang ulan at bumaba na ang tubig. Keep safe everyone :(,Floods
14100,RT @McDo_PH: Help victims of #MaringPH by donating goods in kind to any McDo store located in MM starting today until Aug 25 #reliefPH,Floods
14101,RT @victoryph: Check out our updated list of participating @victoryph centers and relief items: http://t.co/4ZN8Tl1MGU #reliefph #tulongpin…,Floods
14102,"RT @heybeaaaa: “@banderainquirer: #FloodPH #Caloocan Mayor Oscar Malapitan: Lagpas tao na ang tubig sa bgys 160, 164 at 176 | @chonayu1 @dz…",Floods
14103,"ALERT LEVEL 4, Marikina River at 18meters. Marikina residents near the river, you guys need to evacuate NOW. #maringPH #floodPH",Floods
14104,RT @McDo_PH: Help victims of #MaringPH by donating goods in kind to any McDo store located in MM starting today until Aug 25 #reliefPH,Floods
14105,"RT @mondgutierrez: It's rainy season (duh, its yearly) &amp; it's flooding once again. Why does it still flood in Metro Manila? Read: http://t.…",Floods
14106,"@YahooPH #ReliefPH #MaringPH Kilusang Bayanihan Relief Drop Off Point: #2055 Road5, NDC Cmpd, Sta. Mesa, Manila or call +632.3535077",Floods
14107,"RT @victoryph: Hi, everyone! @VictoryDasma &amp; @victoryimus are now accepting donations for Maring relief. Pls spread the word! #reliefph #tu…",Floods
14108,"RT @jovelyn831: (0915) 315 7997 Malibay, Pasay. needs help. chest deep flood. :(  #rescueph @jascurtissmith @143redangel",Floods
14109,RT @akoposimarcelo: Miss ka na ng mga Pinoy. #ReliefPH #FloodPH #PrayForThePhilippines http://t.co/gI5pig6pcV,Floods
14110,"Despite the storm, Pinoy tayo. Smile lang. :) This'll pass. #MaringPH",Floods
14111,Its not fun having you here anymore. #FloodPH #PrayForThePhilippines,Floods
14112,"RT @UST_CSC: Already waist-high flood on Espana Boulevard, Manila.",Floods
14113,*sees a photo link captioned #MaringPH #.RescuePH #PrayForThePhilippines :(*  OMG hope she's okay!!! *clicks the link*  Selfie amputa!,Floods
14114,Shell bagong bayan sta.mesa #MaringPH #maring #baha #habagat2 #Habagat http://t.co/U4JkEn5BAF,Floods
14115,"For those w/ pets,pls include them in your evacuation/rescue plans.They are more important than ANY of your material belongings. #MaringPH",Floods
14116,RT @ohteenquotation: Take time to RETWEET this❣ #PrayForThePhilippines #MaringPH http://t.co/MtDaRGCVYu,Floods
14117,RT @victoryph: Check out our updated list of participating @victoryph centers and relief items: http://t.co/4ZN8Tl1MGU #reliefph #tulongpin…,Floods
14118,RT @PiercingTIN: THERE IS A HUGE FIRE HERE IN BACLARAN #RescuePH,Floods
14119,RT @ppascual111: #SAFENOW thank you lord! #PrayForThePhilippines http://t.co/Gc4a09jE4w,Floods
14120,"KAYONG MGA PRANK CALLERS!! Delubyo na nga, nang-gagago pa kayo! Itigil niyo yan! LECHE! #RescuePH",Floods
14121,RT @inquirerdotnet: #FloodPH Dark skies over #Laguna. Seems heavy rains will continue for next few hours http://t.co/LXtDzqbVyH | @iammarlo…,Floods
14122,RT @WorldVisionPH: Bring urgent help to #MaringPH affected families. You can donate online http://t.co/U6W3SAYzXX #reliefPH http://t.co/G4O…,Floods
14123,@MMDA hows the flood level in domestic road pasay? #FloodPH,Floods
14124,"RT @SMARTCares: Help victims of #MaringPH &amp; donate to the Red Cross. For Smart, text RED &lt;10,25,50, or 100&gt; to 4143 #SmartActs",Floods
14125,Zero visibilty. Lakas ng ulan. #Habagat #PrayerWorks. http://t.co/eKzX77V833,Floods
14126,“@edge_genciagan: Call for Volunteers/Donations for @STPCorps Relief Operations in Cavite/Laguna #ReliefPH @cbcpnews http://t.co/cTrrOOGPOM”,Floods
14127,RT @Senyora: Ang tweet na ito ay para sa mga Hampaslupang hindi pa naliligo at ginagawang dahilan si #MaringPH.,Floods
14128,“@Senyora: Ang tweet na ito ay para sa mga Hampaslupang hindi pa naliligo at ginagawang dahilan si #MaringPH.” Haha! Makaligo na nga.,Floods
14129,RT @Senyora: Ang tweet na ito ay para sa mga Hampaslupang hindi pa naliligo at ginagawang dahilan si #MaringPH.,Floods
14130,@Senyora: Ang tweet na ito ay para sa mga Hampaslupang hindi pa naliligo at ginagawang dahilan si #MaringPH.,Floods
14131,RT @PhilippineStar: UA&amp;P University Student Government: We need more sacks of rice. Calling for more donations! | #uapreliefops #reliefPH v…,Floods
14132,RT @RC23STAR: @philredcross @143redangel San Jose Seminary inside Ateneo campus is now open for evacuees. #RescuePH via bro_deejay,Floods
14133,RT @doctorinpink: #RescuePH pls save the dogs! Pls!!!! The gates are locked! Gallego St Phase 9 Vista Verde Executive Village Cainta. http:…,Floods
14134,@Senyora: Ang tweet na ito ay para sa mga Hampaslupang hindi pa naliligo at ginagawang dahilan si #MaringPH.,Floods
14135,RT @manila_bulletin: Province of Pampanga now under state of calamity #Maring #FloodPH,Floods
14136,"tumigil ka na #Habagat, lalabas ako ng bahay!!!",Floods
14137,RT @JoyceAprilJoyce: RT FOR A SHOUTOUT :)) #PrayForThePhilippines #SAFENOW,Floods
14138,RT @Julia_FEVER: RT @ohteenquotation: Take time to RETWEET this❣ #PrayForThePhilippines #MaringPH http://t.co/YITdZbV4iz,Floods
14139,RT @Pinoy_Humor: Kindly help and retweet these Emergency Hotlines: - #PrayforThePhilippines - #FloodPH - #Baha - Keep safe everyone! - http…,Floods
14140,Guys coordinate w/ @DanielRocksss kung meron kayong pwedeng i-donate for the victims of the Typoon Maring. #PrayForThePhilippines #MaringPH,Floods
14141,"RT @CCFmain: CCF Relief Ops ONGOING: #ReliefPH   CCF MAKATI @ 3rd Floor, A.Venue Mall, Makati Avenue, Makati City  Contact: Marco Escudero …",Floods
14142,You can also volunteer for #ReliefPH operations of other organizations. http://t.co/uECjXMvtXb http://t.co/Im9ZlxG4X8,Floods
14143,Typhoon Maring intensifies Southwest Monsoon. http://t.co/5loLRkzXnY #storify #floodph #maringph,Floods
14144,"Maaari mong ipadala ang in kind donations sa Sagip Kapamilya Headquarters at 13 Examiners St., West Triangle, Quezon City #reliefPH",Floods
14145,Help victims of typhoon. Via SMS Text RED&lt;space&gt;AMOUNT to 2899 (Globe) or 4143 (Smart) #PrayForThePhilippines #FloodPH,Floods
14146,"RT @GMANEWSTVQRT: Jori Loiz (@dost_pagasa): Bagyong #MaringPH, posibleng lumabas na ng Philippine Area of Responsibility bukas ng hapon.",Floods
14147,Ok I feel safer na. Evacuated Jazzie to the nearest mall just to be sure. 🚘 🙏 #MaringPH,Floods
14148,I want to make tulong tulong sa mga napinsala ng bagyong #maring where? :),Floods
14149,What the heck? #MaringPH 😳 “@OngVicoy: Look what happened to SCTEX. 😔😣 http://t.co/8E52x3joPW”,Floods
14150,PAGASA: #MaringPH posibleng lumabas na ng Philippine Area of Responsibility Miyerkules ng hapon,Floods
14151,"RT @edd1819: #MaringPH @News5e Tuesday morn in Zamboanga st., Maharlika Village, Taguig City. #TiisBaha Thanks http://t.co/3QJVDZs7mA",Floods
14152,"RT @TheBromanceCrew: #kaBRO, wherever you are, YOU can be a HERO by helping the victims of #Habagat &amp; #MaringPH. Be a @kaBROlunteer or dona…",Floods
14153,"RT @dudeinterrupted: Dick Gordon in action, best Senator we could've had  - where are the winners??!! #FloodPH #TyphoonMaring http://t.co/W…",Floods
14154,"RT @VictoryOrtigas: Yes, kids can help too! You can still send your donations until 6pm today. #reliefph #tulongpinoy http://t.co/ZRlhPEBN2C",Floods
14155,#ph second tier cities development  important. Even a flood can shut down biznez #philippine wide if metro affected. Too centralized.,Floods
14156,"..Heavy downpour of rain again here in San Pedro, Laguna..😞😞😞#SanPedro #Laguna #typhoon #MaringPH #stateofcalamity",Floods
14157,RT @dswdserves: @KookiberkSTARniKC @RC23STARWe have a surplus of pickup vehicles and not enough donations. Contact 09175128736. #reliefPH v…,Floods
14158,RT @upictus: 2nd batch of donations (almost 200 pcs. of canned goods) on their way to @usc_upd 's Iskoperation. Thank you so much! #reliefPH,Floods
14159,"RT @BinoyHenyo: Tatay Francis, ang aming superhero! #GMAKapusoFoundation #ReliefPH #MaringPH @luisalandy @mysheenahalili Kalma lang! http:/…",Floods
14160,RT @DivinemLee: UPDATED FILE: https://t.co/StkbD2ytHA RT #maring #safenow #rescueph,Floods
14161,*praying* RT @PhilippineStar: PAGASA: #MaringPH may exit Phl area of responsibility tomorrow afternoon. | via @helenmflores,Floods
14162,"“@SMARTCares: Help victims of #MaringPH &amp; donate to the Red Cross. For Smart, text RED &lt;10,25,50, or 100&gt; to 4143 #SmartActs”",Floods
14163,RT @inquirerdotnet: ADVISORY: RLC: Robinsons Malls waiving overnight parking fees for malls in #FloodPH affected areas | @Philbizwatcher @I…,Floods
